data,sku_id,regiao,estoque_fisico,demanda_media_diaria,ponto_pedido,status_estoque,dias_cobertura
2024-03-18,SKU-025,Sudeste,49,10.1,158,Crítico,4.9
2024-03-25,SKU-025,Sudeste,50,13.4,209,Crítico,3.7
2024-04-01,SKU-025,Sudeste,144,12.7,198,Alerta,11.3
2024-04-08,SKU-025,Sudeste,107,9.1,142,Alerta,11.8
2024-04-15,SKU-025,Sudeste,31,15.4,240,Crítico,2.0
2024-04-22,SKU-025,Sudeste,88,15.2,237,Crítico,5.8
2024-04-29,SKU-025,Sudeste,46,16.8,262,Crítico,2.7
2024-05-06,SKU-025,Sudeste,132,14.5,226,Alerta,9.1
2024-05-13,SKU-025,Sudeste,48,15.6,243,Crítico,3.1
2024-05-20,SKU-025,Sudeste,46,17.7,276,Crítico,2.6
2024-05-27,SKU-025,Sudeste,30,15.9,248,Crítico,1.9
2024-06-03,SKU-025,Sudeste,62,12.1,189,Crítico,5.1
2024-06-10,SKU-025,Sudeste,72,13.6,212,Crítico,5.3
2024-06-17,SKU-025,Sudeste,60,16.9,264,Crítico,3.6
2024-06-24,SKU-025,Sudeste,133,14.7,229,Alerta,9.0
2024-07-01,SKU-025,Sudeste,147,15.1,236,Alerta,9.7
2024-07-08,SKU-025,Sudeste,45,14.8,231,Crítico,3.0
2024-07-15,SKU-025,Sudeste,113,7.9,123,Alerta,14.3
2024-07-22,SKU-025,Sudeste,55,10.0,156,Crítico,5.5
2024-07-29,SKU-025,Sudeste,71,7.5,117,Alerta,9.5
2024-08-05,SKU-025,Sudeste,126,11.3,176,Alerta,11.2
2024-08-12,SKU-025,Sudeste,21,15.2,237,Crítico,1.4
2024-08-19,SKU-025,Sudeste,141,8.9,139,Normal,15.8
2024-08-26,SKU-025,Sudeste,149,10.1,158,Alerta,14.8
2024-09-02,SKU-025,Sudeste,88,8.1,126,Alerta,10.9
2024-09-09,SKU-025,Sudeste,126,10.5,164,Alerta,12.0
2024-09-16,SKU-025,Sudeste,82,10.3,161,Alerta,8.0
2024-09-23,SKU-025,Sudeste,127,7.8,122,Normal,16.3
2024-09-30,SKU-025,Sudeste,55,15.4,240,Crítico,3.6
2024-10-07,SKU-025,Sudeste,125,15.6,243,Alerta,8.0
2024-10-14,SKU-025,Sudeste,137,17.0,265,Alerta,8.1
2024-10-21,SKU-025,Sudeste,112,17.4,271,Crítico,6.4
2024-10-28,SKU-025,Sudeste,133,17.3,270,Crítico,7.7
2024-11-04,SKU-025,Sudeste,22,7.7,120,Crítico,2.9
2024-11-11,SKU-025,Sudeste,37,14.6,228,Crítico,2.5
2024-11-18,SKU-025,Sudeste,100,7.0,109,Alerta,14.3
2024-11-25,SKU-025,Sudeste,62,10.8,168,Crítico,5.7
2024-12-02,SKU-025,Sudeste,120,11.2,175,Alerta,10.7
2024-12-09,SKU-025,Sudeste,58,15.1,236,Crítico,3.8
2024-12-16,SKU-025,Sudeste,34,16.8,262,Crítico,2.0
2024-12-23,SKU-025,Sudeste,95,17.7,276,Crítico,5.4
2024-12-30,SKU-025,Sudeste,97,11.0,172,Alerta,8.8
2024-01-01,SKU-025,Centro-Oeste,100,14.7,229,Crítico,6.8
2024-01-08,SKU-025,Centro-Oeste,22,16.9,264,Crítico,1.3
2024-01-15,SKU-025,Centro-Oeste,57,15.9,248,Crítico,3.6
2024-01-22,SKU-025,Centro-Oeste,134,14.4,225,Alerta,9.3
2024-01-29,SKU-025,Centro-Oeste,133,13.7,214,Alerta,9.7
2024-02-05,SKU-025,Centro-Oeste,123,14.4,225,Alerta,8.5
2024-02-12,SKU-025,Centro-Oeste,97,15.3,239,Crítico,6.3
2024-02-19,SKU-025,Centro-Oeste,105,7.0,109,Alerta,15.0
2024-02-26,SKU-025,Centro-Oeste,52,10.7,167,Crítico,4.9
2024-03-04,SKU-025,Centro-Oeste,92,12.2,190,Crítico,7.5
2024-03-11,SKU-025,Centro-Oeste,150,8.6,134,Normal,17.4
2024-03-18,SKU-025,Centro-Oeste,107,12.6,197,Alerta,8.5
2024-03-25,SKU-025,Centro-Oeste,60,15.1,236,Crítico,4.0
2024-04-01,SKU-025,Centro-Oeste,86,6.3,98,Alerta,13.7
2024-04-08,SKU-025,Centro-Oeste,97,8.9,139,Alerta,10.9
2024-04-15,SKU-025,Centro-Oeste,149,14.7,229,Alerta,10.1
2024-04-22,SKU-025,Centro-Oeste,35,7.3,114,Crítico,4.8
2024-04-29,SKU-025,Centro-Oeste,86,16.1,251,Crítico,5.3
2024-05-06,SKU-025,Centro-Oeste,110,13.5,211,Alerta,8.1
2024-05-13,SKU-025,Centro-Oeste,51,7.5,117,Crítico,6.8
2024-05-20,SKU-025,Centro-Oeste,21,11.4,178,Crítico,1.8
2024-05-27,SKU-025,Centro-Oeste,80,11.4,178,Crítico,7.0
2024-06-03,SKU-025,Centro-Oeste,79,15.7,245,Crítico,5.0
2024-06-10,SKU-025,Centro-Oeste,92,10.2,159,Alerta,9.0
2024-06-17,SKU-025,Centro-Oeste,55,14.0,218,Crítico,3.9
2024-06-24,SKU-025,Centro-Oeste,83,14.6,228,Crítico,5.7
2024-07-01,SKU-025,Centro-Oeste,69,7.3,114,Alerta,9.5
2024-07-08,SKU-025,Centro-Oeste,112,15.9,248,Crítico,7.0
2024-07-15,SKU-025,Centro-Oeste,57,11.5,179,Crítico,5.0
2024-07-22,SKU-025,Centro-Oeste,125,14.5,226,Alerta,8.6
2024-07-29,SKU-025,Centro-Oeste,35,7.0,109,Crítico,5.0
2024-08-05,SKU-025,Centro-Oeste,53,11.1,173,Crítico,4.8
2024-08-12,SKU-025,Centro-Oeste,134,11.7,183,Alerta,11.5
2024-08-19,SKU-025,Centro-Oeste,123,6.9,108,Normal,17.8
2024-08-26,SKU-025,Centro-Oeste,121,13.1,204,Alerta,9.2
2024-09-02,SKU-025,Centro-Oeste,147,16.5,257,Alerta,8.9
2024-09-09,SKU-025,Centro-Oeste,132,13.6,212,Alerta,9.7
2024-09-16,SKU-025,Centro-Oeste,145,14.3,223,Alerta,10.1
2024-09-23,SKU-025,Centro-Oeste,126,14.8,231,Alerta,8.5
2024-09-30,SKU-025,Centro-Oeste,56,15.9,248,Crítico,3.5
2024-10-07,SKU-025,Centro-Oeste,144,12.1,189,Alerta,11.9
2024-10-14,SKU-025,Centro-Oeste,53,14.5,226,Crítico,3.7
2024-10-21,SKU-025,Centro-Oeste,50,17.6,275,Crítico,2.8
2024-10-28,SKU-025,Centro-Oeste,136,14.3,223,Alerta,9.5
2024-11-04,SKU-025,Centro-Oeste,60,11.7,183,Crítico,5.1
2024-11-11,SKU-025,Centro-Oeste,114,17.3,270,Crítico,6.6
2024-11-18,SKU-025,Centro-Oeste,50,17.1,267,Crítico,2.9
2024-11-25,SKU-025,Centro-Oeste,124,13.2,206,Alerta,9.4
2024-12-02,SKU-025,Centro-Oeste,114,7.3,114,Alerta,15.6
2024-12-09,SKU-025,Centro-Oeste,30,12.9,201,Crítico,2.3
2024-12-16,SKU-025,Centro-Oeste,50,12.3,192,Crítico,4.1
2024-12-23,SKU-025,Centro-Oeste,115,10.5,164,Alerta,11.0
2024-12-30,SKU-025,Centro-Oeste,144,9.6,150,Alerta,15.0
2024-01-01,SKU-026,Sul,56,6.3,136,Crítico,8.9
2024-01-08,SKU-026,Sul,127,7.7,166,Alerta,16.5
2024-01-15,SKU-026,Sul,98,6.6,143,Alerta,14.8
2024-01-22,SKU-026,Sul,75,16.7,361,Crítico,4.5
2024-01-29,SKU-026,Sul,145,8.2,177,Alerta,17.7
2024-02-05,SKU-026,Sul,109,6.0,130,Alerta,18.2
2024-02-12,SKU-026,Sul,31,6.8,147,Crítico,4.6
2024-02-19,SKU-026,Sul,99,11.0,238,Crítico,9.0
2024-02-26,SKU-026,Sul,106,12.8,276,Crítico,8.3
2024-03-04,SKU-026,Sul,141,15.4,333,Crítico,9.2
2024-03-11,SKU-026,Sul,53,16.0,346,Crítico,3.3
2024-03-18,SKU-026,Sul,149,15.1,326,Crítico,9.9
2024-03-25,SKU-026,Sul,135,13.6,294,Crítico,9.9
2024-04-01,SKU-026,Sul,58,14.0,302,Crítico,4.1
2024-04-08,SKU-026,Sul,103,16.4,354,Crítico,6.3
2024-04-15,SKU-026,Sul,124,7.1,153,Alerta,17.5
2024-04-22,SKU-026,Sul,121,10.6,229,Alerta,11.4
2024-04-29,SKU-026,Sul,31,10.1,218,Crítico,3.1
2024-05-06,SKU-026,Sul,133,17.5,378,Crítico,7.6
2024-05-13,SKU-026,Sul,42,14.8,320,Crítico,2.8
2024-05-20,SKU-026,Sul,26,16.4,354,Crítico,1.6
2024-05-27,SKU-026,Sul,99,12.9,279,Crítico,7.7
2024-06-03,SKU-026,Sul,51,12.7,274,Crítico,4.0
2024-06-10,SKU-026,Sul,41,13.7,296,Crítico,3.0
2024-06-17,SKU-026,Sul,33,8.3,179,Crítico,4.0
2024-06-24,SKU-026,Sul,68,17.5,378,Crítico,3.9
2024-07-01,SKU-026,Sul,148,15.0,324,Crítico,9.9
2024-07-08,SKU-026,Sul,50,16.8,363,Crítico,3.0
2024-07-15,SKU-026,Sul,66,13.9,300,Crítico,4.7
2024-07-22,SKU-026,Sul,90,17.5,378,Crítico,5.1
2024-07-29,SKU-026,Sul,82,15.4,333,Crítico,5.3
2024-08-05,SKU-026,Sul,133,16.0,346,Crítico,8.3
2024-08-12,SKU-026,Sul,102,7.0,151,Alerta,14.6
2024-08-19,SKU-026,Sul,31,10.8,233,Crítico,2.9
2024-08-26,SKU-026,Sul,25,11.9,257,Crítico,2.1
2024-09-02,SKU-026,Sul,66,10.1,218,Crítico,6.5
2024-09-09,SKU-026,Sul,101,11.0,238,Crítico,9.2
2024-09-16,SKU-026,Sul,43,10.6,229,Crítico,4.1
2024-09-23,SKU-026,Sul,45,7.4,160,Crítico,6.1
2024-09-30,SKU-026,Sul,93,12.5,270,Crítico,7.4
2024-10-07,SKU-026,Sul,85,7.7,166,Alerta,11.0
2024-10-14,SKU-026,Sul,59,15.2,328,Crítico,3.9
2024-10-21,SKU-026,Sul,124,9.7,210,Alerta,12.8
2024-10-28,SKU-026,Sul,35,14.1,305,Crítico,2.5
2024-11-04,SKU-026,Sul,103,13.4,289,Crítico,7.7
2024-11-11,SKU-026,Sul,34,8.2,177,Crítico,4.1
2024-11-18,SKU-026,Sul,45,9.6,207,Crítico,4.7
2024-11-25,SKU-026,Sul,125,9.8,212,Alerta,12.8
2024-12-02,SKU-026,Sul,86,16.7,361,Crítico,5.1
2024-12-09,SKU-026,Sul,50,10.5,227,Crítico,4.8
2024-12-16,SKU-026,Sul,81,6.6,143,Alerta,12.3
2024-12-23,SKU-026,Sul,80,15.0,324,Crítico,5.3
2024-12-30,SKU-026,Sul,149,11.9,257,Alerta,12.5
2024-01-01,SKU-026,Sudeste,49,10.6,229,Crítico,4.6
2024-01-08,SKU-026,Sudeste,101,9.2,199,Alerta,11.0
2024-01-15,SKU-026,Sudeste,124,11.6,251,Crítico,10.7
2024-01-22,SKU-026,Sudeste,27,6.8,147,Crítico,4.0
2024-01-29,SKU-026,Sudeste,79,10.9,235,Crítico,7.2
2024-02-05,SKU-026,Sudeste,24,17.0,367,Crítico,1.4
2024-02-12,SKU-026,Sudeste,45,9.2,199,Crítico,4.9
2024-02-19,SKU-026,Sudeste,52,9.0,194,Crítico,5.8
2024-02-26,SKU-026,Sudeste,124,9.7,210,Alerta,12.8
2024-03-04,SKU-026,Sudeste,148,11.4,246,Alerta,13.0
2024-03-11,SKU-026,Sudeste,56,8.4,181,Crítico,6.7
2024-03-18,SKU-026,Sudeste,63,10.5,227,Crítico,6.0
2024-03-25,SKU-026,Sudeste,128,15.4,333,Crítico,8.3
2024-04-01,SKU-026,Sudeste,135,17.5,378,Crítico,7.7
2024-04-08,SKU-026,Sudeste,138,6.5,140,Alerta,21.2
2024-04-15,SKU-026,Sudeste,94,17.5,378,Crítico,5.4
2024-04-22,SKU-026,Sudeste,62,13.8,298,Crítico,4.5
2024-04-29,SKU-026,Sudeste,143,6.0,130,Normal,23.8
2024-05-06,SKU-026,Sudeste,84,9.3,201,Crítico,9.0
2024-05-13,SKU-026,Sudeste,117,16.1,348,Crítico,7.3
2024-05-20,SKU-026,Sudeste,74,18.0,389,Crítico,4.1
2024-05-27,SKU-026,Sudeste,150,13.0,281,Alerta,11.5
2024-06-03,SKU-026,Sudeste,61,9.4,203,Crítico,6.5
2024-06-10,SKU-026,Sudeste,37,14.9,322,Crítico,2.5
2024-06-17,SKU-026,Sudeste,121,9.6,207,Alerta,12.6
2024-06-24,SKU-026,Sudeste,55,14.4,311,Crítico,3.8
2024-07-01,SKU-026,Sudeste,91,14.7,318,Crítico,6.2
2024-07-08,SKU-026,Sudeste,73,16.5,356,Crítico,4.4
2024-07-15,SKU-026,Sudeste,101,13.3,287,Crítico,7.6
2024-07-22,SKU-026,Sudeste,107,16.6,359,Crítico,6.4
2024-07-29,SKU-026,Sudeste,135,13.6,294,Crítico,9.9
2024-08-05,SKU-026,Sudeste,102,9.3,201,Alerta,11.0
2024-08-12,SKU-026,Sudeste,137,10.1,218,Alerta,13.6
2024-08-19,SKU-026,Sudeste,104,17.5,378,Crítico,5.9
2024-08-26,SKU-026,Sudeste,54,6.2,134,Crítico,8.7
2024-09-02,SKU-026,Sudeste,20,13.8,298,Crítico,1.4
2024-09-09,SKU-026,Sudeste,21,13.3,287,Crítico,1.6
2024-09-16,SKU-026,Sudeste,64,16.8,363,Crítico,3.8
2024-09-23,SKU-026,Sudeste,145,11.0,238,Alerta,13.2
2024-09-30,SKU-026,Sudeste,40,15.1,326,Crítico,2.6
2024-10-07,SKU-026,Sudeste,39,15.4,333,Crítico,2.5
2024-10-14,SKU-026,Sudeste,133,12.5,270,Crítico,10.6
2024-10-21,SKU-026,Sudeste,110,14.1,305,Crítico,7.8
2024-10-28,SKU-026,Sudeste,116,17.7,382,Crítico,6.6
2024-11-04,SKU-026,Sudeste,111,15.9,343,Crítico,7.0
2024-11-11,SKU-026,Sudeste,22,10.6,229,Crítico,2.1
2024-11-18,SKU-026,Sudeste,114,7.5,162,Alerta,15.2
2024-11-25,SKU-026,Sudeste,133,17.2,372,Crítico,7.7
2024-12-02,SKU-026,Sudeste,25,6.1,132,Crítico,4.1
2024-12-09,SKU-026,Sudeste,111,15.1,326,Crítico,7.4
2024-12-16,SKU-026,Sudeste,97,8.3,179,Alerta,11.7
2024-12-23,SKU-026,Sudeste,76,15.7,339,Crítico,4.8
2024-12-30,SKU-026,Sudeste,146,8.8,190,Alerta,16.6
2024-01-01,SKU-026,Centro-Oeste,29,17.6,380,Crítico,1.6
2024-01-08,SKU-026,Centro-Oeste,73,9.4,203,Crítico,7.8
2024-01-15,SKU-026,Centro-Oeste,121,6.1,132,Alerta,19.8
2024-01-22,SKU-026,Centro-Oeste,91,7.3,158,Alerta,12.5
2024-01-29,SKU-026,Centro-Oeste,146,12.8,276,Alerta,11.4
2024-02-05,SKU-026,Centro-Oeste,69,8.0,173,Crítico,8.6
2024-02-12,SKU-026,Centro-Oeste,64,13.9,300,Crítico,4.6
2024-02-19,SKU-026,Centro-Oeste,52,6.8,147,Crítico,7.6
2024-02-26,SKU-026,Centro-Oeste,52,15.0,324,Crítico,3.5
2024-03-04,SKU-026,Centro-Oeste,78,9.1,197,Crítico,8.6
2024-03-11,SKU-026,Centro-Oeste,90,16.6,359,Crítico,5.4
2024-03-18,SKU-026,Centro-Oeste,25,8.3,179,Crítico,3.0
2024-03-25,SKU-026,Centro-Oeste,84,17.9,387,Crítico,4.7
2024-04-01,SKU-026,Centro-Oeste,136,14.2,307,Crítico,9.6
2024-04-08,SKU-026,Centro-Oeste,129,6.0,130,Alerta,21.5
2024-04-15,SKU-026,Centro-Oeste,33,13.7,296,Crítico,2.4
2024-04-22,SKU-026,Centro-Oeste,102,16.2,350,Crítico,6.3
2024-04-29,SKU-026,Centro-Oeste,124,11.2,242,Alerta,11.1
2024-05-06,SKU-026,Centro-Oeste,139,9.3,201,Alerta,14.9
2024-05-13,SKU-026,Centro-Oeste,31,11.9,257,Crítico,2.6
2024-05-20,SKU-026,Centro-Oeste,77,16.6,359,Crítico,4.6
2024-05-27,SKU-026,Centro-Oeste,127,6.6,143,Alerta,19.2
2024-06-03,SKU-026,Centro-Oeste,100,12.4,268,Crítico,8.1
2024-06-10,SKU-026,Centro-Oeste,69,6.1,132,Alerta,11.3
2024-06-17,SKU-026,Centro-Oeste,26,10.0,216,Crítico,2.6
2024-06-24,SKU-026,Centro-Oeste,77,17.9,387,Crítico,4.3
2024-07-01,SKU-026,Centro-Oeste,128,17.7,382,Crítico,7.2
2024-07-08,SKU-026,Centro-Oeste,83,17.5,378,Crítico,4.7
2024-07-15,SKU-026,Centro-Oeste,104,8.4,181,Alerta,12.4
2024-07-22,SKU-026,Centro-Oeste,44,9.7,210,Crítico,4.5
2024-07-29,SKU-026,Centro-Oeste,130,6.3,136,Alerta,20.6
2024-08-05,SKU-026,Centro-Oeste,105,15.7,339,Crítico,6.7
2024-08-12,SKU-026,Centro-Oeste,83,16.1,348,Crítico,5.2
2024-08-19,SKU-026,Centro-Oeste,81,7.3,158,Alerta,11.1
2024-08-26,SKU-026,Centro-Oeste,33,17.5,378,Crítico,1.9
2024-09-02,SKU-026,Centro-Oeste,80,15.9,343,Crítico,5.0
2024-09-09,SKU-026,Centro-Oeste,132,17.3,374,Crítico,7.6
2024-09-16,SKU-026,Centro-Oeste,134,15.2,328,Crítico,8.8
2024-09-23,SKU-026,Centro-Oeste,41,12.9,279,Crítico,3.2
2024-09-30,SKU-026,Centro-Oeste,28,17.7,382,Crítico,1.6
2024-10-07,SKU-026,Centro-Oeste,36,10.5,227,Crítico,3.4
2024-10-14,SKU-026,Centro-Oeste,35,15.4,333,Crítico,2.3
2024-10-21,SKU-026,Centro-Oeste,133,17.0,367,Crítico,7.8
2024-10-28,SKU-026,Centro-Oeste,130,6.7,145,Alerta,19.4
2024-11-04,SKU-026,Centro-Oeste,34,6.8,147,Crítico,5.0
2024-11-11,SKU-026,Centro-Oeste,95,12.7,274,Crítico,7.5
2024-11-18,SKU-026,Centro-Oeste,122,16.2,350,Crítico,7.5
2024-11-25,SKU-026,Centro-Oeste,125,7.1,153,Alerta,17.6
2024-12-02,SKU-026,Centro-Oeste,22,8.8,190,Crítico,2.5
2024-12-09,SKU-026,Centro-Oeste,138,11.4,246,Alerta,12.1
2024-12-16,SKU-026,Centro-Oeste,45,15.5,335,Crítico,2.9
2024-12-23,SKU-026,Centro-Oeste,26,10.1,218,Crítico,2.6
2024-12-30,SKU-026,Centro-Oeste,104,11.4,246,Crítico,9.1
2024-01-01,SKU-027,Sul,47,13.1,236,Crítico,3.6
2024-01-08,SKU-027,Sul,37,7.2,130,Crítico,5.1
2024-01-15,SKU-027,Sul,69,13.1,236,Crítico,5.3
2024-01-22,SKU-027,Sul,52,16.9,304,Crítico,3.1
2024-01-29,SKU-027,Sul,85,13.6,245,Crítico,6.2
2024-02-05,SKU-027,Sul,143,10.3,185,Alerta,13.9
2024-02-12,SKU-027,Sul,133,14.7,265,Alerta,9.0
2024-02-19,SKU-027,Sul,55,8.2,148,Crítico,6.7
2024-02-26,SKU-027,Sul,35,15.6,281,Crítico,2.2
2024-03-04,SKU-027,Sul,131,7.5,135,Alerta,17.5
2024-03-11,SKU-027,Sul,111,12.2,220,Alerta,9.1
2024-03-18,SKU-027,Sul,57,9.7,175,Crítico,5.9
2024-03-25,SKU-027,Sul,99,7.8,140,Alerta,12.7
2024-04-01,SKU-027,Sul,94,13.2,238,Crítico,7.1
2024-04-08,SKU-027,Sul,22,10.4,187,Crítico,2.1
2024-04-15,SKU-027,Sul,57,12.2,220,Crítico,4.7
2024-04-22,SKU-027,Sul,149,6.7,121,Normal,22.2
2024-04-29,SKU-027,Sul,33,15.8,284,Crítico,2.1
2024-05-06,SKU-027,Sul,70,11.1,200,Crítico,6.3
2024-05-13,SKU-027,Sul,71,17.7,319,Crítico,4.0
2024-05-20,SKU-027,Sul,107,15.4,277,Crítico,6.9
2024-05-27,SKU-027,Sul,141,8.3,149,Alerta,17.0
2024-06-03,SKU-027,Sul,139,14.3,257,Alerta,9.7
2024-06-10,SKU-027,Sul,104,13.2,238,Crítico,7.9
2024-06-17,SKU-027,Sul,105,16.2,292,Crítico,6.5
2024-06-24,SKU-027,Sul,127,13.4,241,Alerta,9.5
2024-07-01,SKU-027,Sul,46,9.9,178,Crítico,4.6
2024-07-08,SKU-027,Sul,30,11.5,207,Crítico,2.6
2024-07-15,SKU-027,Sul,20,12.0,216,Crítico,1.7
2024-07-22,SKU-027,Sul,78,13.7,247,Crítico,5.7
2024-07-29,SKU-027,Sul,74,11.6,209,Crítico,6.4
2024-08-05,SKU-027,Sul,104,8.9,160,Alerta,11.7
2024-08-12,SKU-027,Sul,116,15.7,283,Crítico,7.4
2024-08-19,SKU-027,Sul,67,8.5,153,Crítico,7.9
2024-08-26,SKU-027,Sul,21,15.9,286,Crítico,1.3
2024-09-02,SKU-027,Sul,38,10.4,187,Crítico,3.7
2024-09-09,SKU-027,Sul,49,10.3,185,Crítico,4.8
2024-09-16,SKU-027,Sul,132,7.7,139,Alerta,17.1
2024-09-23,SKU-027,Sul,112,8.3,149,Alerta,13.5
2024-09-30,SKU-027,Sul,27,6.5,117,Crítico,4.2
2024-10-07,SKU-027,Sul,92,8.4,151,Alerta,11.0
2024-10-14,SKU-027,Sul,87,8.1,146,Alerta,10.7
2024-10-21,SKU-027,Sul,106,14.6,263,Crítico,7.3
2024-10-28,SKU-027,Sul,82,16.2,292,Crítico,5.1
2024-11-04,SKU-027,Sul,25,8.1,146,Crítico,3.1
2024-11-11,SKU-027,Sul,87,8.1,146,Alerta,10.7
2024-11-18,SKU-027,Sul,25,16.9,304,Crítico,1.5
2024-11-25,SKU-027,Sul,55,16.0,288,Crítico,3.4
2024-12-02,SKU-027,Sul,48,10.5,189,Crítico,4.6
2024-12-09,SKU-027,Sul,73,10.1,182,Crítico,7.2
2024-12-16,SKU-027,Sul,81,9.7,175,Crítico,8.4
2024-12-23,SKU-027,Sul,115,10.4,187,Alerta,11.1
2024-12-30,SKU-027,Sul,131,13.9,250,Alerta,9.4
2024-01-01,SKU-027,Sudeste,36,16.5,297,Crítico,2.2
2024-01-08,SKU-027,Sudeste,53,7.4,133,Crítico,7.2
2024-01-15,SKU-027,Sudeste,69,15.5,279,Crítico,4.5
2024-01-22,SKU-027,Sudeste,115,12.4,223,Alerta,9.3
2024-01-29,SKU-027,Sudeste,129,9.8,176,Alerta,13.2
2024-02-05,SKU-027,Sudeste,82,17.7,319,Crítico,4.6
2024-02-12,SKU-027,Sudeste,68,17.1,308,Crítico,4.0
2024-02-19,SKU-027,Sudeste,95,16.3,293,Crítico,5.8
2024-02-26,SKU-027,Sudeste,103,15.5,279,Crítico,6.6
2024-03-04,SKU-027,Sudeste,91,9.0,162,Alerta,10.1
2024-03-11,SKU-027,Sudeste,150,16.5,297,Alerta,9.1
2024-03-18,SKU-027,Sudeste,145,17.6,317,Crítico,8.2
2024-03-25,SKU-027,Sudeste,40,8.5,153,Crítico,4.7
2024-04-01,SKU-027,Sudeste,36,15.4,277,Crítico,2.3
2024-04-08,SKU-027,Sudeste,119,8.0,144,Alerta,14.9
2024-04-15,SKU-027,Sudeste,150,15.0,270,Alerta,10.0
2024-04-22,SKU-027,Sudeste,138,10.5,189,Alerta,13.1
2024-04-29,SKU-027,Sudeste,115,8.1,146,Alerta,14.2
2024-05-06,SKU-027,Sudeste,143,12.3,221,Alerta,11.6
2024-05-13,SKU-027,Sudeste,146,14.6,263,Alerta,10.0
2024-05-20,SKU-027,Sudeste,122,11.7,211,Alerta,10.4
2024-05-27,SKU-027,Sudeste,29,13.7,247,Crítico,2.1
2024-06-03,SKU-027,Sudeste,71,8.5,153,Crítico,8.4
2024-06-10,SKU-027,Sudeste,80,11.4,205,Crítico,7.0
2024-06-17,SKU-027,Sudeste,98,10.8,194,Alerta,9.1
2024-06-24,SKU-027,Sudeste,116,11.1,200,Alerta,10.5
2024-07-01,SKU-027,Sudeste,115,12.9,232,Crítico,8.9
2024-07-08,SKU-027,Sudeste,41,9.1,164,Crítico,4.5
2024-07-15,SKU-027,Sudeste,41,7.6,137,Crítico,5.4
2024-07-22,SKU-027,Sudeste,110,9.5,171,Alerta,11.6
2024-07-29,SKU-027,Sudeste,30,8.8,158,Crítico,3.4
2024-08-05,SKU-027,Sudeste,106,11.6,209,Alerta,9.1
2024-08-12,SKU-027,Sudeste,139,11.1,200,Alerta,12.5
2024-08-19,SKU-027,Sudeste,114,11.2,202,Alerta,10.2
2024-08-26,SKU-027,Sudeste,101,15.7,283,Crítico,6.4
2024-09-02,SKU-027,Sudeste,26,9.3,167,Crítico,2.8
2024-09-09,SKU-027,Sudeste,79,8.2,148,Alerta,9.6
2024-09-16,SKU-027,Sudeste,39,9.2,166,Crítico,4.2
2024-09-23,SKU-027,Sudeste,41,10.3,185,Crítico,4.0
2024-09-30,SKU-027,Sudeste,148,9.5,171,Alerta,15.6
2024-10-07,SKU-027,Sudeste,40,12.2,220,Crítico,3.3
2024-10-14,SKU-027,Sudeste,78,15.4,277,Crítico,5.1
2024-10-21,SKU-027,Sudeste,38,7.2,130,Crítico,5.3
2024-10-28,SKU-027,Sudeste,71,10.3,185,Crítico,6.9
2024-11-04,SKU-027,Sudeste,104,10.0,180,Alerta,10.4
2024-11-11,SKU-027,Sudeste,90,9.0,162,Alerta,10.0
2024-11-18,SKU-027,Sudeste,55,8.3,149,Crítico,6.6
2024-11-25,SKU-027,Sudeste,86,18.0,324,Crítico,4.8
2024-12-02,SKU-027,Sudeste,96,6.1,110,Alerta,15.7
2024-12-09,SKU-027,Sudeste,108,9.4,169,Alerta,11.5
2024-12-16,SKU-027,Sudeste,123,15.4,277,Crítico,8.0
2024-12-23,SKU-027,Sudeste,23,17.3,311,Crítico,1.3
2024-12-30,SKU-027,Sudeste,58,11.7,211,Crítico,5.0
2024-01-01,SKU-027,Centro-Oeste,78,16.4,295,Crítico,4.8
2024-01-08,SKU-027,Centro-Oeste,73,8.7,157,Crítico,8.4
2024-01-15,SKU-027,Centro-Oeste,139,11.7,211,Alerta,11.9
2024-01-22,SKU-027,Centro-Oeste,138,14.7,265,Alerta,9.4
2024-01-29,SKU-027,Centro-Oeste,41,10.1,182,Crítico,4.1
2024-02-05,SKU-027,Centro-Oeste,68,9.8,176,Crítico,6.9
2024-02-12,SKU-027,Centro-Oeste,126,11.1,200,Alerta,11.4
2024-02-19,SKU-027,Centro-Oeste,135,8.5,153,Alerta,15.9
2024-02-26,SKU-027,Centro-Oeste,27,16.2,292,Crítico,1.7
2024-03-04,SKU-027,Centro-Oeste,52,10.5,189,Crítico,5.0
2024-03-11,SKU-027,Centro-Oeste,22,9.7,175,Crítico,2.3
2024-03-18,SKU-027,Centro-Oeste,110,12.0,216,Alerta,9.2
2024-03-25,SKU-027,Centro-Oeste,127,10.1,182,Alerta,12.6
2024-04-01,SKU-027,Centro-Oeste,123,11.1,200,Alerta,11.1
2024-04-08,SKU-027,Centro-Oeste,96,15.2,274,Crítico,6.3
2024-04-15,SKU-027,Centro-Oeste,25,9.9,178,Crítico,2.5
2024-04-22,SKU-027,Centro-Oeste,28,12.8,230,Crítico,2.2
2024-04-29,SKU-027,Centro-Oeste,59,17.1,308,Crítico,3.5
2024-05-06,SKU-027,Centro-Oeste,104,17.7,319,Crítico,5.9
2024-05-13,SKU-027,Centro-Oeste,120,12.8,230,Alerta,9.4
2024-05-20,SKU-027,Centro-Oeste,72,17.8,320,Crítico,4.0
2024-05-27,SKU-027,Centro-Oeste,36,17.4,313,Crítico,2.1
