data_venda,sku_id,regiao,qtd_vendida,qtd_perdida_ruptura,receita_realizada,receita_perdida,canal
2024-02-01,SKU-022,Centro-Oeste,154,9,4191.88,244.98,Supermercado
2024-03-01,SKU-022,Centro-Oeste,179,1,4872.38,27.22,Farmácia
2024-04-01,SKU-022,Centro-Oeste,198,9,5389.56,244.98,Farmácia
2024-05-01,SKU-022,Centro-Oeste,163,8,4436.86,217.76,Farmácia
2024-06-01,SKU-022,Centro-Oeste,175,14,4763.5,381.08,Farmácia
2024-07-01,SKU-022,Centro-Oeste,97,3,2640.34,81.66,Farmácia
2024-08-01,SKU-022,Centro-Oeste,62,8,1687.64,217.76,Supermercado
2024-09-01,SKU-022,Centro-Oeste,75,3,2041.5,81.66,Supermercado
2024-10-01,SKU-022,Centro-Oeste,147,19,4001.34,517.18,Farmácia
2024-11-01,SKU-022,Centro-Oeste,117,6,3184.74,163.32,Farmácia
2024-12-01,SKU-022,Centro-Oeste,180,2,4899.6,54.44,Atacado
2024-01-01,SKU-023,Sul,198,11,2047.32,113.74,Supermercado
2024-02-01,SKU-023,Sul,195,3,2016.3,31.02,Supermercado
2024-03-01,SKU-023,Sul,156,19,1613.04,196.46,Supermercado
2024-04-01,SKU-023,Sul,155,1,1602.7,10.34,Supermercado
2024-05-01,SKU-023,Sul,84,15,868.56,155.1,Supermercado
2024-06-01,SKU-023,Sul,120,18,1240.8,186.12,Atacado
2024-07-01,SKU-023,Sul,67,2,692.78,20.68,Farmácia
2024-08-01,SKU-023,Sul,148,11,1530.32,113.74,Farmácia
2024-09-01,SKU-023,Sul,81,12,837.54,124.08,Atacado
2024-10-01,SKU-023,Sul,200,6,2068.0,62.04,Atacado
2024-11-01,SKU-023,Sul,78,15,806.52,155.1,Farmácia
2024-12-01,SKU-023,Sul,114,12,1178.76,124.08,Atacado
2024-01-01,SKU-023,Sudeste,187,0,1933.58,0.0,Supermercado
2024-02-01,SKU-023,Sudeste,125,9,1292.5,93.06,Atacado
2024-03-01,SKU-023,Sudeste,158,11,1633.72,113.74,Farmácia
2024-04-01,SKU-023,Sudeste,135,11,1395.9,113.74,Atacado
2024-05-01,SKU-023,Sudeste,145,18,1499.3,186.12,Farmácia
2024-06-01,SKU-023,Sudeste,154,14,1592.36,144.76,Farmácia
2024-07-01,SKU-023,Sudeste,187,12,1933.58,124.08,Farmácia
2024-08-01,SKU-023,Sudeste,61,18,630.74,186.12,Supermercado
2024-09-01,SKU-023,Sudeste,160,5,1654.4,51.7,Supermercado
2024-10-01,SKU-023,Sudeste,180,17,1861.2,175.78,Farmácia
2024-11-01,SKU-023,Sudeste,142,13,1468.28,134.42,Atacado
2024-12-01,SKU-023,Sudeste,106,14,1096.04,144.76,Farmácia
2024-01-01,SKU-023,Centro-Oeste,100,13,1034.0,134.42,Farmácia
2024-02-01,SKU-023,Centro-Oeste,92,20,951.28,206.8,Farmácia
2024-03-01,SKU-023,Centro-Oeste,158,2,1633.72,20.68,Atacado
2024-04-01,SKU-023,Centro-Oeste,171,16,1768.14,165.44,Farmácia
2024-05-01,SKU-023,Centro-Oeste,90,0,930.6,0.0,Farmácia
2024-06-01,SKU-023,Centro-Oeste,116,13,1199.44,134.42,Atacado
2024-07-01,SKU-023,Centro-Oeste,77,18,796.18,186.12,Farmácia
2024-08-01,SKU-023,Centro-Oeste,60,17,620.4,175.78,Supermercado
2024-09-01,SKU-023,Centro-Oeste,179,1,1850.86,10.34,Farmácia
2024-10-01,SKU-023,Centro-Oeste,110,4,1137.4,41.36,Farmácia
2024-11-01,SKU-023,Centro-Oeste,163,5,1685.42,51.7,Supermercado
2024-12-01,SKU-023,Centro-Oeste,66,11,682.44,113.74,Atacado
2024-01-01,SKU-024,Sul,194,14,7247.84,523.04,Atacado
2024-02-01,SKU-024,Sul,185,15,6911.6,560.4,Supermercado
2024-03-01,SKU-024,Sul,81,8,3026.16,298.88,Farmácia
2024-04-01,SKU-024,Sul,178,4,6650.08,149.44,Atacado
2024-05-01,SKU-024,Sul,158,16,5902.88,597.76,Atacado
2024-06-01,SKU-024,Sul,85,3,3175.6,112.08,Farmácia
2024-07-01,SKU-024,Sul,145,13,5417.2,485.68,Atacado
2024-08-01,SKU-024,Sul,162,9,6052.32,336.24,Atacado
2024-09-01,SKU-024,Sul,67,15,2503.12,560.4,Supermercado
2024-10-01,SKU-024,Sul,111,20,4146.96,747.2,Supermercado
2024-11-01,SKU-024,Sul,152,12,5678.72,448.32,Supermercado
2024-12-01,SKU-024,Sul,88,18,3287.68,672.48,Atacado
2024-01-01,SKU-024,Sudeste,98,1,3661.28,37.36,Farmácia
2024-02-01,SKU-024,Sudeste,90,6,3362.4,224.16,Supermercado
2024-03-01,SKU-024,Sudeste,162,7,6052.32,261.52,Supermercado
2024-04-01,SKU-024,Sudeste,177,9,6612.72,336.24,Atacado
2024-05-01,SKU-024,Sudeste,195,19,7285.2,709.84,Atacado
2024-06-01,SKU-024,Sudeste,150,1,5604.0,37.36,Farmácia
2024-07-01,SKU-024,Sudeste,186,11,6948.96,410.96,Farmácia
2024-08-01,SKU-024,Sudeste,168,14,6276.48,523.04,Farmácia
2024-09-01,SKU-024,Sudeste,128,16,4782.08,597.76,Atacado
2024-10-01,SKU-024,Sudeste,181,6,6762.16,224.16,Supermercado
2024-11-01,SKU-024,Sudeste,198,3,7397.28,112.08,Supermercado
2024-12-01,SKU-024,Sudeste,93,3,3474.48,112.08,Atacado
2024-01-01,SKU-024,Centro-Oeste,187,8,6986.32,298.88,Supermercado
2024-02-01,SKU-024,Centro-Oeste,175,9,6538.0,336.24,Atacado
2024-03-01,SKU-024,Centro-Oeste,175,19,6538.0,709.84,Supermercado
2024-04-01,SKU-024,Centro-Oeste,155,19,5790.8,709.84,Farmácia
2024-05-01,SKU-024,Centro-Oeste,145,20,5417.2,747.2,Atacado
2024-06-01,SKU-024,Centro-Oeste,138,6,5155.68,224.16,Atacado
2024-07-01,SKU-024,Centro-Oeste,120,11,4483.2,410.96,Atacado
2024-08-01,SKU-024,Centro-Oeste,180,3,6724.8,112.08,Supermercado
2024-09-01,SKU-024,Centro-Oeste,149,4,5566.64,149.44,Farmácia
2024-10-01,SKU-024,Centro-Oeste,80,19,2988.8,709.84,Farmácia
2024-11-01,SKU-024,Centro-Oeste,75,12,2802.0,448.32,Farmácia
2024-12-01,SKU-024,Centro-Oeste,169,20,6313.84,747.2,Supermercado
2024-01-01,SKU-025,Sul,91,4,2884.7,126.8,Atacado
2024-02-01,SKU-025,Sul,185,3,5864.5,95.1,Supermercado
2024-03-01,SKU-025,Sul,82,18,2599.4,570.6,Atacado
2024-04-01,SKU-025,Sul,108,6,3423.6,190.2,Supermercado
2024-05-01,SKU-025,Sul,121,1,3835.7,31.7,Supermercado
2024-06-01,SKU-025,Sul,79,7,2504.3,221.9,Farmácia
2024-07-01,SKU-025,Sul,182,17,5769.4,538.9,Atacado
2024-08-01,SKU-025,Sul,70,10,2219.0,317.0,Farmácia
2024-09-01,SKU-025,Sul,160,16,5072.0,507.2,Atacado
2024-10-01,SKU-025,Sul,191,15,6054.7,475.5,Farmácia
2024-11-01,SKU-025,Sul,119,7,3772.3,221.9,Supermercado
2024-12-01,SKU-025,Sul,144,5,4564.8,158.5,Supermercado
2024-01-01,SKU-025,Sudeste,103,1,3265.1,31.7,Supermercado
2024-02-01,SKU-025,Sudeste,130,17,4121.0,538.9,Farmácia
2024-03-01,SKU-025,Sudeste,124,15,3930.8,475.5,Supermercado
2024-04-01,SKU-025,Sudeste,91,3,2884.7,95.1,Atacado
2024-05-01,SKU-025,Sudeste,100,12,3170.0,380.4,Farmácia
2024-06-01,SKU-025,Sudeste,110,9,3487.0,285.3,Atacado
2024-07-01,SKU-025,Sudeste,154,3,4881.8,95.1,Atacado
2024-08-01,SKU-025,Sudeste,119,18,3772.3,570.6,Supermercado
2024-09-01,SKU-025,Sudeste,92,4,2916.4,126.8,Farmácia
2024-10-01,SKU-025,Sudeste,116,2,3677.2,63.4,Atacado
2024-11-01,SKU-025,Sudeste,177,16,5610.9,507.2,Supermercado
2024-12-01,SKU-025,Sudeste,145,0,4596.5,0.0,Supermercado
2024-01-01,SKU-025,Centro-Oeste,130,14,4121.0,443.8,Farmácia
2024-02-01,SKU-025,Centro-Oeste,74,10,2345.8,317.0,Supermercado
2024-03-01,SKU-025,Centro-Oeste,183,15,5801.1,475.5,Supermercado
2024-04-01,SKU-025,Centro-Oeste,183,18,5801.1,570.6,Atacado
2024-05-01,SKU-025,Centro-Oeste,177,9,5610.9,285.3,Farmácia
2024-06-01,SKU-025,Centro-Oeste,78,4,2472.6,126.8,Farmácia
2024-07-01,SKU-025,Centro-Oeste,137,6,4342.9,190.2,Atacado
2024-08-01,SKU-025,Centro-Oeste,141,6,4469.7,190.2,Supermercado
2024-09-01,SKU-025,Centro-Oeste,123,16,3899.1,507.2,Supermercado
2024-10-01,SKU-025,Centro-Oeste,79,2,2504.3,63.4,Atacado
2024-11-01,SKU-025,Centro-Oeste,144,15,4564.8,475.5,Atacado
2024-12-01,SKU-025,Centro-Oeste,68,18,2155.6,570.6,Supermercado
2024-01-01,SKU-026,Sul,177,5,4286.94,121.1,Farmácia
2024-02-01,SKU-026,Sul,129,16,3124.38,387.52,Farmácia
2024-03-01,SKU-026,Sul,108,12,2615.76,290.64,Farmácia
2024-04-01,SKU-026,Sul,155,14,3754.1,339.08,Atacado
2024-05-01,SKU-026,Sul,150,13,3633.0,314.86,Atacado
2024-06-01,SKU-026,Sul,125,6,3027.5,145.32,Farmácia
2024-07-01,SKU-026,Sul,85,13,2058.7,314.86,Farmácia
2024-08-01,SKU-026,Sul,156,14,3778.32,339.08,Atacado
2024-09-01,SKU-026,Sul,193,17,4674.46,411.74,Farmácia
2024-10-01,SKU-026,Sul,143,0,3463.46,0.0,Supermercado
2024-11-01,SKU-026,Sul,129,7,3124.38,169.54,Supermercado
2024-12-01,SKU-026,Sul,129,8,3124.38,193.76,Atacado
2024-01-01,SKU-026,Sudeste,75,2,1816.5,48.44,Farmácia
2024-02-01,SKU-026,Sudeste,136,4,3293.92,96.88,Farmácia
2024-03-01,SKU-026,Sudeste,181,8,4383.82,193.76,Supermercado
2024-04-01,SKU-026,Sudeste,109,11,2639.98,266.42,Atacado
2024-05-01,SKU-026,Sudeste,98,3,2373.56,72.66,Supermercado
2024-06-01,SKU-026,Sudeste,87,16,2107.14,387.52,Farmácia
2024-07-01,SKU-026,Sudeste,189,17,4577.58,411.74,Farmácia
2024-08-01,SKU-026,Sudeste,166,19,4020.52,460.18,Atacado
2024-09-01,SKU-026,Sudeste,89,6,2155.58,145.32,Atacado
2024-10-01,SKU-026,Sudeste,122,11,2954.84,266.42,Farmácia
2024-11-01,SKU-026,Sudeste,142,6,3439.24,145.32,Supermercado
2024-12-01,SKU-026,Sudeste,138,16,3342.36,387.52,Atacado
2024-01-01,SKU-026,Centro-Oeste,79,3,1913.38,72.66,Atacado
2024-02-01,SKU-026,Centro-Oeste,143,15,3463.46,363.3,Farmácia
2024-03-01,SKU-026,Centro-Oeste,108,9,2615.76,217.98,Farmácia
2024-04-01,SKU-026,Centro-Oeste,154,12,3729.88,290.64,Supermercado
2024-05-01,SKU-026,Centro-Oeste,83,13,2010.26,314.86,Farmácia
2024-06-01,SKU-026,Centro-Oeste,101,12,2446.22,290.64,Supermercado
2024-07-01,SKU-026,Centro-Oeste,137,10,3318.14,242.2,Farmácia
2024-08-01,SKU-026,Centro-Oeste,132,13,3197.04,314.86,Supermercado
2024-09-01,SKU-026,Centro-Oeste,60,5,1453.2,121.1,Farmácia
2024-10-01,SKU-026,Centro-Oeste,119,10,2882.18,242.2,Farmácia
2024-11-01,SKU-026,Centro-Oeste,124,12,3003.28,290.64,Atacado
2024-12-01,SKU-026,Centro-Oeste,103,4,2494.66,96.88,Atacado
2024-01-01,SKU-027,Sul,123,18,2423.1,354.6,Atacado
2024-02-01,SKU-027,Sul,61,15,1201.7,295.5,Supermercado
2024-03-01,SKU-027,Sul,173,7,3408.1,137.9,Farmácia
2024-04-01,SKU-027,Sul,135,7,2659.5,137.9,Atacado
2024-05-01,SKU-027,Sul,158,12,3112.6,236.4,Supermercado
2024-06-01,SKU-027,Sul,147,8,2895.9,157.6,Farmácia
2024-07-01,SKU-027,Sul,72,1,1418.4,19.7,Supermercado
2024-08-01,SKU-027,Sul,72,7,1418.4,137.9,Supermercado
2024-09-01,SKU-027,Sul,194,2,3821.8,39.4,Atacado
2024-10-01,SKU-027,Sul,173,18,3408.1,354.6,Farmácia
2024-11-01,SKU-027,Sul,87,12,1713.9,236.4,Supermercado
2024-12-01,SKU-027,Sul,146,4,2876.2,78.8,Farmácia
2024-01-01,SKU-027,Sudeste,126,20,2482.2,394.0,Farmácia
2024-02-01,SKU-027,Sudeste,81,5,1595.7,98.5,Atacado
2024-03-01,SKU-027,Sudeste,103,5,2029.1,98.5,Farmácia
2024-04-01,SKU-027,Sudeste,87,15,1713.9,295.5,Supermercado
2024-05-01,SKU-027,Sudeste,162,2,3191.4,39.4,Supermercado
2024-06-01,SKU-027,Sudeste,191,1,3762.7,19.7,Supermercado
2024-07-01,SKU-027,Sudeste,146,13,2876.2,256.1,Atacado
2024-08-01,SKU-027,Sudeste,81,16,1595.7,315.2,Supermercado
2024-09-01,SKU-027,Sudeste,145,8,2856.5,157.6,Atacado
2024-10-01,SKU-027,Sudeste,109,6,2147.3,118.2,Farmácia
2024-11-01,SKU-027,Sudeste,110,13,2167.0,256.1,Atacado
2024-12-01,SKU-027,Sudeste,152,0,2994.4,0.0,Supermercado
2024-01-01,SKU-027,Centro-Oeste,192,10,3782.4,197.0,Farmácia
2024-02-01,SKU-027,Centro-Oeste,77,10,1516.9,197.0,Atacado
2024-03-01,SKU-027,Centro-Oeste,141,17,2777.7,334.9,Supermercado
2024-04-01,SKU-027,Centro-Oeste,172,20,3388.4,394.0,Farmácia
2024-05-01,SKU-027,Centro-Oeste,85,11,1674.5,216.7,Atacado
2024-06-01,SKU-027,Centro-Oeste,181,17,3565.7,334.9,Atacado
2024-07-01,SKU-027,Centro-Oeste,75,10,1477.5,197.0,Farmácia
2024-08-01,SKU-027,Centro-Oeste,137,18,2698.9,354.6,Farmácia
2024-09-01,SKU-027,Centro-Oeste,103,2,2029.1,39.4,Farmácia
2024-10-01,SKU-027,Centro-Oeste,89,20,1753.3,394.0,Atacado
2024-11-01,SKU-027,Centro-Oeste,86,20,1694.2,394.0,Atacado
2024-12-01,SKU-027,Centro-Oeste,100,18,1970.0,354.6,Supermercado
2024-01-01,SKU-028,Sul,129,16,1242.27,154.08,Atacado
2024-02-01,SKU-028,Sul,134,3,1290.42,28.89,Farmácia
2024-03-01,SKU-028,Sul,61,2,587.43,19.26,Supermercado
2024-04-01,SKU-028,Sul,191,11,1839.33,105.93,Farmácia
2024-05-01,SKU-028,Sul,161,18,1550.43,173.34,Atacado
2024-06-01,SKU-028,Sul,108,18,1040.04,173.34,Atacado
2024-07-01,SKU-028,Sul,132,5,1271.16,48.15,Farmácia
2024-08-01,SKU-028,Sul,142,4,1367.46,38.52,Supermercado
2024-09-01,SKU-028,Sul,90,5,866.7,48.15,Farmácia
2024-10-01,SKU-028,Sul,67,3,645.21,28.89,Atacado
2024-11-01,SKU-028,Sul,137,1,1319.31,9.63,Supermercado
2024-12-01,SKU-028,Sul,73,19,702.99,182.97,Farmácia
2024-01-01,SKU-028,Sudeste,137,9,1319.31,86.67,Atacado
2024-02-01,SKU-028,Sudeste,188,16,1810.44,154.08,Supermercado
2024-03-01,SKU-028,Sudeste,160,12,1540.8,115.56,Atacado
2024-04-01,SKU-028,Sudeste,136,17,1309.68,163.71,Supermercado
2024-05-01,SKU-028,Sudeste,198,4,1906.74,38.52,Farmácia
2024-06-01,SKU-028,Sudeste,107,19,1030.41,182.97,Supermercado
2024-07-01,SKU-028,Sudeste,123,12,1184.49,115.56,Farmácia
2024-08-01,SKU-028,Sudeste,143,19,1377.09,182.97,Supermercado
2024-09-01,SKU-028,Sudeste,166,9,1598.58,86.67,Farmácia
2024-10-01,SKU-028,Sudeste,91,10,876.33,96.3,Supermercado
2024-11-01,SKU-028,Sudeste,98,3,943.74,28.89,Farmácia
2024-12-01,SKU-028,Sudeste,66,3,635.58,28.89,Atacado
2024-01-01,SKU-028,Centro-Oeste,108,1,1040.04,9.63,Farmácia
2024-02-01,SKU-028,Centro-Oeste,140,4,1348.2,38.52,Atacado
2024-03-01,SKU-028,Centro-Oeste,86,11,828.18,105.93,Farmácia
2024-04-01,SKU-028,Centro-Oeste,196,5,1887.48,48.15,Supermercado
2024-05-01,SKU-028,Centro-Oeste,134,5,1290.42,48.15,Farmácia
2024-06-01,SKU-028,Centro-Oeste,124,0,1194.12,0.0,Atacado
2024-07-01,SKU-028,Centro-Oeste,92,4,885.96,38.52,Atacado
2024-08-01,SKU-028,Centro-Oeste,124,12,1194.12,115.56,Atacado
2024-09-01,SKU-028,Centro-Oeste,160,15,1540.8,144.45,Farmácia
2024-10-01,SKU-028,Centro-Oeste,122,5,1174.86,48.15,Farmácia
2024-11-01,SKU-028,Centro-Oeste,95,10,914.85,96.3,Farmácia
2024-12-01,SKU-028,Centro-Oeste,124,5,1194.12,48.15,Farmácia
2024-01-01,SKU-029,Sul,197,13,6692.09,441.61,Farmácia
2024-02-01,SKU-029,Sul,70,14,2377.9,475.58,Supermercado
2024-03-01,SKU-029,Sul,158,0,5367.26,0.0,Supermercado
2024-04-01,SKU-029,Sul,94,19,3193.18,645.43,Supermercado
2024-05-01,SKU-029,Sul,110,20,3736.7,679.4,Atacado
2024-06-01,SKU-029,Sul,197,15,6692.09,509.55,Atacado
2024-07-01,SKU-029,Sul,169,12,5740.93,407.64,Atacado
2024-08-01,SKU-029,Sul,137,1,4653.89,33.97,Supermercado
2024-09-01,SKU-029,Sul,187,15,6352.39,509.55,Atacado
2024-10-01,SKU-029,Sul,79,1,2683.63,33.97,Farmácia
2024-11-01,SKU-029,Sul,146,5,4959.62,169.85,Supermercado
2024-12-01,SKU-029,Sul,73,0,2479.81,0.0,Supermercado
2024-01-01,SKU-029,Sudeste,115,1,3906.55,33.97,Farmácia
2024-02-01,SKU-029,Sudeste,78,0,2649.66,0.0,Supermercado
2024-03-01,SKU-029,Sudeste,186,4,6318.42,135.88,Atacado
2024-04-01,SKU-029,Sudeste,178,4,6046.66,135.88,Supermercado
2024-05-01,SKU-029,Sudeste,130,5,4416.1,169.85,Supermercado
2024-06-01,SKU-029,Sudeste,148,9,5027.56,305.73,Supermercado
2024-07-01,SKU-029,Sudeste,171,17,5808.87,577.49,Farmácia
2024-08-01,SKU-029,Sudeste,113,18,3838.61,611.46,Atacado
2024-09-01,SKU-029,Sudeste,184,13,6250.48,441.61,Farmácia
2024-10-01,SKU-029,Sudeste,119,18,4042.43,611.46,Atacado
2024-11-01,SKU-029,Sudeste,141,5,4789.77,169.85,Atacado
2024-12-01,SKU-029,Sudeste,86,17,2921.42,577.49,Farmácia
2024-01-01,SKU-029,Centro-Oeste,190,18,6454.3,611.46,Farmácia
2024-02-01,SKU-029,Centro-Oeste,157,20,5333.29,679.4,Farmácia
2024-03-01,SKU-029,Centro-Oeste,102,14,3464.94,475.58,Farmácia
2024-04-01,SKU-029,Centro-Oeste,169,16,5740.93,543.52,Atacado
2024-05-01,SKU-029,Centro-Oeste,182,1,6182.54,33.97,Farmácia
2024-06-01,SKU-029,Centro-Oeste,106,20,3600.82,679.4,Supermercado
2024-07-01,SKU-029,Centro-Oeste,150,14,5095.5,475.58,Farmácia
2024-08-01,SKU-029,Centro-Oeste,119,2,4042.43,67.94,Atacado
2024-09-01,SKU-029,Centro-Oeste,154,18,5231.38,611.46,Atacado
2024-10-01,SKU-029,Centro-Oeste,78,2,2649.66,67.94,Farmácia
2024-11-01,SKU-029,Centro-Oeste,169,18,5740.93,611.46,Atacado
2024-12-01,SKU-029,Centro-Oeste,107,2,3634.79,67.94,Atacado
2024-01-01,SKU-030,Sul,108,10,3113.64,288.3,Atacado
2024-02-01,SKU-030,Sul,139,14,4007.37,403.62,Farmácia
2024-03-01,SKU-030,Sul,74,11,2133.42,317.13,Atacado
2024-04-01,SKU-030,Sul,180,20,5189.4,576.6,Farmácia
2024-05-01,SKU-030,Sul,186,15,5362.38,432.45,Farmácia
2024-06-01,SKU-030,Sul,61,17,1758.63,490.11,Supermercado
2024-07-01,SKU-030,Sul,136,18,3920.88,518.94,Atacado
2024-08-01,SKU-030,Sul,162,6,4670.46,172.98,Supermercado
2024-09-01,SKU-030,Sul,176,12,5074.08,345.96,Supermercado
2024-10-01,SKU-030,Sul,166,13,4785.78,374.79,Atacado
2024-11-01,SKU-030,Sul,78,7,2248.74,201.81,Farmácia
2024-12-01,SKU-030,Sul,62,10,1787.46,288.3,Atacado
2024-01-01,SKU-030,Sudeste,151,2,4353.33,57.66,Atacado
2024-02-01,SKU-030,Sudeste,125,17,3603.75,490.11,Atacado
2024-03-01,SKU-030,Sudeste,151,8,4353.33,230.64,Supermercado
2024-04-01,SKU-030,Sudeste,103,5,2969.49,144.15,Atacado
2024-05-01,SKU-030,Sudeste,145,10,4180.35,288.3,Supermercado
2024-06-01,SKU-030,Sudeste,110,6,3171.3,172.98,Farmácia
2024-07-01,SKU-030,Sudeste,68,10,1960.44,288.3,Atacado
2024-08-01,SKU-030,Sudeste,77,11,2219.91,317.13,Atacado
2024-09-01,SKU-030,Sudeste,84,18,2421.72,518.94,Supermercado
2024-10-01,SKU-030,Sudeste,113,11,3257.79,317.13,Supermercado
2024-11-01,SKU-030,Sudeste,85,0,2450.55,0.0,Farmácia
2024-12-01,SKU-030,Sudeste,165,15,4756.95,432.45,Atacado
2024-01-01,SKU-030,Centro-Oeste,147,3,4238.01,86.49,Supermercado
2024-02-01,SKU-030,Centro-Oeste,118,13,3401.94,374.79,Atacado
2024-03-01,SKU-030,Centro-Oeste,162,11,4670.46,317.13,Farmácia
2024-04-01,SKU-030,Centro-Oeste,62,10,1787.46,288.3,Atacado
2024-05-01,SKU-030,Centro-Oeste,67,8,1931.61,230.64,Atacado
2024-06-01,SKU-030,Centro-Oeste,185,7,5333.55,201.81,Farmácia
2024-07-01,SKU-030,Centro-Oeste,96,4,2767.68,115.32,Supermercado
2024-08-01,SKU-030,Centro-Oeste,126,4,3632.58,115.32,Farmácia
2024-09-01,SKU-030,Centro-Oeste,184,16,5304.72,461.28,Supermercado
2024-10-01,SKU-030,Centro-Oeste,70,6,2018.1,172.98,Supermercado
2024-11-01,SKU-030,Centro-Oeste,104,6,2998.32,172.98,Atacado
2024-12-01,SKU-030,Centro-Oeste,199,3,5737.17,86.49,Atacado
2024-01-01,SKU-031,Sul,192,2,7363.2,76.7,Farmácia
2024-02-01,SKU-031,Sul,76,16,2914.6,613.6,Supermercado
2024-03-01,SKU-031,Sul,118,11,4525.3,421.85,Atacado
2024-04-01,SKU-031,Sul,173,10,6634.55,383.5,Supermercado
2024-05-01,SKU-031,Sul,90,2,3451.5,76.7,Farmácia
2024-06-01,SKU-031,Sul,172,10,6596.2,383.5,Farmácia
2024-07-01,SKU-031,Sul,168,7,6442.8,268.45,Atacado
2024-08-01,SKU-031,Sul,115,2,4410.25,76.7,Supermercado
2024-09-01,SKU-031,Sul,138,19,5292.3,728.65,Farmácia
2024-10-01,SKU-031,Sul,121,3,4640.35,115.05,Farmácia
2024-11-01,SKU-031,Sul,196,16,7516.6,613.6,Farmácia
2024-12-01,SKU-031,Sul,101,7,3873.35,268.45,Supermercado
2024-01-01,SKU-031,Sudeste,170,10,6519.5,383.5,Farmácia
2024-02-01,SKU-031,Sudeste,126,0,4832.1,0.0,Atacado
2024-03-01,SKU-031,Sudeste,120,17,4602.0,651.95,Farmácia
2024-04-01,SKU-031,Sudeste,190,0,7286.5,0.0,Farmácia
2024-05-01,SKU-031,Sudeste,166,9,6366.1,345.15,Farmácia
2024-06-01,SKU-031,Sudeste,155,2,5944.25,76.7,Atacado
2024-07-01,SKU-031,Sudeste,69,1,2646.15,38.35,Atacado
2024-08-01,SKU-031,Sudeste,77,16,2952.95,613.6,Farmácia
2024-09-01,SKU-031,Sudeste,137,2,5253.95,76.7,Farmácia
2024-10-01,SKU-031,Sudeste,124,0,4755.4,0.0,Atacado
2024-11-01,SKU-031,Sudeste,82,14,3144.7,536.9,Atacado
2024-12-01,SKU-031,Sudeste,94,16,3604.9,613.6,Farmácia
2024-01-01,SKU-031,Centro-Oeste,168,2,6442.8,76.7,Supermercado
2024-02-01,SKU-031,Centro-Oeste,200,15,7670.0,575.25,Supermercado
2024-03-01,SKU-031,Centro-Oeste,174,20,6672.9,767.0,Atacado
2024-04-01,SKU-031,Centro-Oeste,109,5,4180.15,191.75,Atacado
2024-05-01,SKU-031,Centro-Oeste,132,18,5062.2,690.3,Farmácia
2024-06-01,SKU-031,Centro-Oeste,182,0,6979.7,0.0,Atacado
2024-07-01,SKU-031,Centro-Oeste,92,0,3528.2,0.0,Farmácia
2024-08-01,SKU-031,Centro-Oeste,108,20,4141.8,767.0,Supermercado
2024-09-01,SKU-031,Centro-Oeste,186,8,7133.1,306.8,Supermercado
2024-10-01,SKU-031,Centro-Oeste,112,9,4295.2,345.15,Farmácia
2024-11-01,SKU-031,Centro-Oeste,93,3,3566.55,115.05,Supermercado
2024-12-01,SKU-031,Centro-Oeste,165,11,6327.75,421.85,Farmácia
2024-01-01,SKU-032,Sul,71,0,2642.62,0.0,Farmácia
2024-02-01,SKU-032,Sul,161,0,5992.42,0.0,Supermercado
2024-03-01,SKU-032,Sul,63,20,2344.86,744.4,Farmácia
2024-04-01,SKU-032,Sul,88,6,3275.36,223.32,Supermercado
2024-05-01,SKU-032,Sul,120,10,4466.4,372.2,Farmácia
2024-06-01,SKU-032,Sul,145,14,5396.9,521.08,Supermercado
2024-07-01,SKU-032,Sul,137,4,5099.14,148.88,Atacado
2024-08-01,SKU-032,Sul,180,4,6699.6,148.88,Farmácia
2024-09-01,SKU-032,Sul,92,7,3424.24,260.54,Atacado
2024-10-01,SKU-032,Sul,151,13,5620.22,483.86,Atacado
2024-11-01,SKU-032,Sul,178,4,6625.16,148.88,Atacado
2024-12-01,SKU-032,Sul,81,15,3014.82,558.3,Atacado
2024-01-01,SKU-032,Sudeste,79,16,2940.38,595.52,Supermercado
2024-02-01,SKU-032,Sudeste,187,17,6960.14,632.74,Atacado
2024-03-01,SKU-032,Sudeste,185,13,6885.7,483.86,Supermercado
2024-04-01,SKU-032,Sudeste,172,11,6401.84,409.42,Supermercado
2024-05-01,SKU-032,Sudeste,115,16,4280.3,595.52,Farmácia
2024-06-01,SKU-032,Sudeste,178,2,6625.16,74.44,Supermercado
2024-07-01,SKU-032,Sudeste,114,19,4243.08,707.18,Farmácia
2024-08-01,SKU-032,Sudeste,81,17,3014.82,632.74,Atacado
2024-09-01,SKU-032,Sudeste,117,19,4354.74,707.18,Atacado
2024-10-01,SKU-032,Sudeste,101,1,3759.22,37.22,Supermercado
2024-11-01,SKU-032,Sudeste,189,15,7034.58,558.3,Supermercado
2024-12-01,SKU-032,Sudeste,69,8,2568.18,297.76,Farmácia
2024-01-01,SKU-032,Centro-Oeste,89,18,3312.58,669.96,Supermercado
2024-02-01,SKU-032,Centro-Oeste,141,10,5248.02,372.2,Supermercado
2024-03-01,SKU-032,Centro-Oeste,188,13,6997.36,483.86,Atacado
2024-04-01,SKU-032,Centro-Oeste,81,20,3014.82,744.4,Atacado
2024-05-01,SKU-032,Centro-Oeste,176,7,6550.72,260.54,Atacado
2024-06-01,SKU-032,Centro-Oeste,89,17,3312.58,632.74,Supermercado
2024-07-01,SKU-032,Centro-Oeste,67,15,2493.74,558.3,Atacado
2024-08-01,SKU-032,Centro-Oeste,163,9,6066.86,334.98,Atacado
